available;categoryId;currencyId;description;id;modified_time;name;picture;price;shippingPrice;type;url;vendor
true;Vests;USD;vests,men's vintage suede patchwork lamb velvet multi-pocket outdoor motorcycle vest;SP2409290GJ6;1727774843;Men's Vintage Suede Patchwork Lamb Velvet Multi-Pocket Outdoor Motorcycle Vest;https://ups.tujucdn.com/s60073/goods/19996/1677uc0cb15e2a51c43499c7a9fcab6c5c7a4.png@!h900-w900;55.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-suede-patchwork-lamb-velvet-multi-pocket-outdoor-motorcycle-vest-7747417.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Women's Tops;USD;women's tops,women's vintage floral print fur splicing mid-length penny lane jacket afghan coat;SP240929S0AT;1727774843;Women's Vintage Floral Print Fur Splicing Mid-Length Penny Lane Jacket Afghan Coat;https://ups.tujucdn.com/s30885/goods/19996/1525uba1de6b8c04b4f6487e7d80e3b7e65a5.png@!h900-w900;68.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fwomens-vintage-floral-print-fur-splicing-mid-length-penny-lane-jacket-afghan-coat-7747414.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Women's Tops;USD;women's tops,women's vintage flower print fur splicing long penny lane jacket afghan coat;SP240929ATCF;1727774843;Women's Vintage Flower Print Fur Splicing Long Penny Lane Jacket Afghan Coat;https://ups.tujucdn.com/s30885/goods/19996/1525u5140e6c182bc419b8737777a817a0819.jpg@!h900-w900;69.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fwomens-vintage-flower-print-fur-splicing-long-penny-lane-jacket-afghan-coat-7747413.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Women's Tops;USD;women's tops,women's vintage flower print fur splicing long penny lane jacket afghan coat;SP240929E4BU;1727774843;Women's Vintage Flower Print Fur Splicing Long Penny Lane Jacket Afghan Coat;https://ups.tujucdn.com/s30885/goods/19996/1525uef6ec9f3fc534ead987109146fb8d818.jpg@!h900-w900;69.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fwomens-vintage-flower-print-fur-splicing-long-penny-lane-jacket-afghan-coat-7747411.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage suede fleece lapel collar long layer jacket coat;SP240929GADW;1727774843;Men's Vintage Suede Fleece Lapel Collar Long Layer Jacket Coat;https://ups.tujucdn.com/s30885/goods/19996/1525u63ad165752d24b4c871a9a2b33f2e811.jpg@!h900-w900;75.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-suede-fleece-lapel-collar-long-layer-jacket-coat-7747403.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage outdoor color blocking patchwork pocket jacket;SP240929VAWS;1727774843;Men's Vintage Outdoor Color Blocking Patchwork Pocket Jacket;https://ups.tujucdn.com/s60073/goods/19996/-2u74b2e535a6c44f2e830e9dfe65789c3e.png@!h900-w900;62.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-outdoor-color-blocking-patchwork-pocket-jacket-7747395.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Hoodies&Sweatshirts;USD;hoodies&sweatshirts,men's vintage german sprecher brewing printed beer hoodie;SP240930QPPU;1727774843;Men's Vintage German Sprecher Brewing Printed Beer Hoodie;https://ups.tujucdn.com/s24748/goods/19996/-2u1718264f3b344945a062cd66532d9c25.png@!h900-w900;29.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-german-sprecher-brewing-printed-beer-hoodie-7747672.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage herringbone color block lapel collar long wool layer jacket coat;SP240930ITCR;1727774843;Men's Vintage Herringbone Color Block Lapel Collar Long Wool Layer Jacket Coat;https://ups.tujucdn.com/s60073/goods/19996/1525u6bc851f92d4e4dee8f0a09e05ee63dd5.jpg@!h900-w900;71.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-herringbone-color-block-lapel-collar-long-wool-layer-jacket-coat-7747660.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Hoodies&Sweatshirts;USD;hoodies&sweatshirts,men's vintage german sprecher brewing brew good things wisconsin baseball printed beer hoodie;SP2409309QL6;1727774843;Men's Vintage German Sprecher Brewing Brew Good Things Wisconsin Baseball Printed Beer Hoodie;https://ups.tujucdn.com/s24748/goods/19996/-2u0c038836ce0c43d99bb71cf3984b3635.png@!h900-w900;29.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-german-sprecher-brewing-brew-good-things-wisconsin-baseball-printed-beer-hoodie-7747673.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Hoodies&Sweatshirts;USD;hoodies&sweatshirts,men's vintage henley zipper deer ugly christmas sweatshirt;SP240930J448;1727774843;Men's Vintage Henley Zipper Deer Ugly Christmas Sweatshirt;https://ups.tujucdn.com/s24748/goods/19996/1525ufda95351881b4735be0d53ac781dff3e.jpg@!h900-w900;33.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-henley-zipper-deer-ugly-christmas-sweatshirt-7747666.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage suede color block fleece lapel collar layer coat jacket;SP240930B9TV;1727774843;Men's Vintage Suede Color Block Fleece Lapel Collar Layer Coat Jacket;https://ups.tujucdn.com/s24748/goods/19996/1525u45a814756e9042c68abd386905174d01.jpg@!h900-w900;66.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmen-s-vintage-suede-color-block-fleece-lapel-collar-layer-coat-jacket-7747664.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage color block lapel collar long layer wool jacket coat;SP2409302FSS;1727774843;Men's Vintage Color Block Lapel Collar Long Layer Wool Jacket Coat;https://ups.tujucdn.com/s60073/goods/19996/1525u7dda60ceeeee4fbf86007284abeddcea.jpg@!h900-w900;67.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-color-block-lapel-collar-long-layer-wool-jacket-coat-7747661.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage suede pocket contrast color lapel collar outdoor layer jacket;SP240929EK4T;1727774843;Men's Vintage Suede Pocket Contrast Color Lapel Collar Outdoor Layer Jacket;https://ups.tujucdn.com/s30885/goods/19996/1525ud324b471ae0f41569c235610c7e34ca5.jpg@!h900-w900;59.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-suede-pocket-contrast-color-lapel-collar-outdoor-layer-jacket-7747405.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's outdoor vintage 1/4 zipper lamb fleece sweatshirt;SP2409298H1D;1727774843;Men's Outdoor Vintage 1/4 Zipper Lamb Fleece Sweatshirt;https://ups.tujucdn.com/s60073/goods/19996/-2u81367bc2d3e142b784cf3916de1b5774.png@!h900-w900;32.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-outdoor-vintage-1-4-zipper-lamb-fleece-sweatshirt-7747398.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Hoodies&Sweatshirts;USD;hoodies&sweatshirts,unisex deer print crew neck ugly christmas sweatshirt;SP240930JS2W;1727774843;Unisex Deer Print Crew Neck Ugly Christmas Sweatshirt;https://ups.tujucdn.com/s24748/goods/19996/1525u6c26dd931acd456f92700a1c750984b0.jpg@!h900-w900;29.89;14.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Funisex-deer-print-crew-neck-ugly-christmas-sweatshirt-7747665.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage outdoor pocket berber fleece suede jacket;SP2409293UVC;1727774843;Men's Vintage Outdoor Pocket Berber Fleece Suede Jacket;https://ups.tujucdn.com/s60073/goods/19996/-2uf01ef94327114a788ba0bc007732b5dc.png@!h900-w900;55.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-outdoor-pocket-berber-fleece-suede-jacket-7747397.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Hoodies&Sweatshirts;USD;hoodies&sweatshirts,men's vintage german sprecher brewing beer printed hoodie;SP240930CPHW;1727774843;Men's Vintage German Sprecher Brewing Beer Printed Hoodie;https://ups.tujucdn.com/s24748/goods/19996/-2uca860f5263544c62bbec8d994d19fcd0.jpg@!h900-w900;29.89;17.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-german-sprecher-brewing-beer-printed-hoodie-7747674.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Hoodies&Sweatshirts;USD;hoodies&sweatshirts,unisex bourbon print crew neck ugly christmas sweatshirt;SP240930UV9U;1727774843;Unisex Bourbon Print Crew Neck Ugly Christmas Sweatshirt;https://ups.tujucdn.com/s24748/goods/19996/1525ude57c207ffdc4d718cf8869a8051b3c3.jpg@!h900-w900;29.89;14.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Funisex-bourbon-print-crew-neck-ugly-christmas-sweatshirt-7747670.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Hoodies&Sweatshirts;USD;hoodies&sweatshirts,unisex raising print crew neck ugly christmas sweatshirt;SP240930SS49;1727774843;Unisex Raising Print Crew Neck Ugly Christmas Sweatshirt;https://ups.tujucdn.com/s24748/goods/19996/1525ub0e5415ddbee470f856602ff1adcdc46.jpg@!h900-w900;29.89;14.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Funisex-raising-print-crew-neck-ugly-christmas-sweatshirt-7747668.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Jackets&Coats;USD;jackets&coats,men's vintage suede multi-pocket fleece lapel collar outdoor layer jacket;SP2409294UP5;1727774843;Men's Vintage Suede Multi-Pocket Fleece Lapel Collar Outdoor Layer Jacket;https://ups.tujucdn.com/s60073/goods/19995/1525u82c910b18df34f3784e620972bb1e902.jpg@!h900-w900;65.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fmens-vintage-suede-multi-pocket-fleece-lapel-collar-outdoor-layer-jacket-7747404.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Women's Tops;USD;women's tops,women's vintage western suede patchwork cashmere long sleeved cowgirl jacket;SP2409306LJN;1727774843;Women's Vintage Western Suede Patchwork Cashmere Long Sleeved Cowgirl Jacket;https://ups.tujucdn.com/s24748/goods/19996/1677u4372ecf22830450da84415c94c319fdf.png@!h900-w900;67.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fwomens-vintage-western-suede-patchwork-cashmere-long-sleeved-cowgirl-jacket-7747659.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
true;Women's Tops;USD;women's tops,women's vintage western suede patchwork cashmere long sleeved cowgirl jacket;SP240930FHRI;1727774843;Women's Vintage Western Suede Patchwork Cashmere Long Sleeved Cowgirl Jacket;https://ups.tujucdn.com/s24748/goods/19996/1677uc14b0473fef1431c9dec59f9fd79a088.png@!h900-w900;65.89;19.89;;https://zallj.com/g/gfhc91n9bb1e88db6f111d81d40fc4/?f_id=21839&ulp=https%3A%2F%2Fwww.wayrates.com%2Fproducts%2Fwomens-vintage-western-suede-patchwork-cashmere-long-sleeved-cowgirl-jacket-7747658.html%3Flocale%3Den%26ccy%3DUSD%26monitor%3DUS;WAYRATES
