aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,delivery_cost,merchant_deep_link,language,last_updated,brand_name,brand_id,colour,product_short_description,specifications,condition,product_model,model_number,dimensions,keywords,promotional_text,product_type,commission_group,merchant_product_category_path,merchant_product_second_category,merchant_product_third_category,rrp_price,saving,savings_percent,base_price,base_price_amount,base_price_text,product_price_old,delivery_restrictions,delivery_weight,warranty,terms_of_contract,delivery_time,in_stock,stock_quantity,valid_from,valid_to,is_for_sale,web_offer,pre_order,stock_status,size_stock_status,size_stock_amount,merchant_thumb_url,large_image,alternate_image,aw_thumb_url,alternate_image_two,alternate_image_three,reviews,average_rating,rating,number_available,ean,isbn,upc,mpn,parent_product_id,product_GTIN,basket_link,display_price,data_feed_id,alternate_image_four
https://www.awin1.com/pclick.php?p=36309857274&a=1729453&m=58637,"Nail clippers Artero Alicate (1 Unit)",36309857274,45198297628991,https://cdn.shopify.com/s/files/1/0769/2704/1855/files/8435037143253_0_P02.jpg?v=1721394126,"Would you like to have the best line of beauty treatments in your home with good quality products at a great price? Well don’t go without Nail clippers Artero Alicate (1 Unit)!. Gender: Lady. Material: Stainless steel. Units: 1 Unit","Manicure and pedicure",30.00,"Dunleath DE",58637,"Cosmetics & Skincare",110,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0769%2F2704%2F1855%2Ffiles%2F8435037143253_0_P02.jpg%3Fv%3D1721394126&feedId=87443&k=d92089487070a0e5951b09a3eba9d90e1088d07f,GBP,,,https://dunleath.com/products/nail-clippers-artero?variant=45198297628991&om=33&currency=GBP,,,Artero,,,,,,,,,,,"Beauty, Manicure and pedicure",,,,,,,,,,,,,,,,,1,5,,,1,,,,,,,,,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0769%2F2704%2F1855%2Ffiles%2F8435037143253_0_P02.jpg%3Fv%3D1721394126&feedId=87443&k=d92089487070a0e5951b09a3eba9d90e1088d07f,,,,,,,8435037143253,,,S0544194,,,,GBP30.00,87443,
